,Feature,OLS_Coef,P_Value,VIF
79,"(Interaction) Demographics => % Rural_x_M.D per 100,000 population",-0.00014696310750625713,0.03196285540895472,5.516733708438789
87,"(Interaction) (Household Composition/Disability) Percentile ranking for Household Composition theme summary [RPL_THEME2]_x_M.D., Active M.D. (County Level File)",0.00014317688013433316,0.0013986827736263104,5.266434253590334
20,"(General) Adjunct variable - Estimated daytime population, LandScan 2018 [E_DAYPOP] (per 100k)",5.990045976234119e-05,0.08390218440634759,2.59864375106486
81,(Interaction) (Housing Type/Transportation) Percentage of households with no vehicle available estimate [EP_NOVEH]_x_Preventable hospital stays => Preventable Hosp. Rate,3.64717635057155e-05,0.45971802661182337,23.352984069878854
63,"(Interaction) (Socioeconomic) Civilian (age 16+) unemployed estimate, 2014-2018 ACS [E_UNEMP] (per 100k)_x_Food environment index => Food Environment Index",-1.56018225853255e-05,0.8084885772117085,2.6598626543708628
92,(Interaction) Percent Private Coverage => Civilian noninstitutionalized population => COVERAGE ALONE OR IN COMBINATION => Tricare/military  insurance alone or in combination => 65 years and over_x_Preventable hospital stays => Preventable Hosp. Rate,1.4756284012041616e-05,0.4619611710133885,2.9330483156039633
93,"(Interaction) (Minority Status/Language) Percentage minority (all persons except white, non- Hispanic) estimate, 2014-2018 ACS [EP_MINRTY]_x_Respiratory Therapist,  Total (State Level File)",1.0190258583205216e-05,0.06760968002656913,8.01000429650166
91,"(Interaction) Percent Private Coverage => Civilian noninstitutionalized population => COVERAGE ALONE OR IN COMBINATION => Direct-purchase insurance alone or in combination => 65 years and over_x_(General) Adjunct variable - Uninsured in the total civilian noninstitutiona lized population estimate, 2014-2018 ACS [E_UNINSUR] (per 100k)",-6.7990669812040556e-06,0.062481989374588036,4.3030678501150925
89,"(Interaction) (Household Composition/Disability) Single parent household with children under 18 estimate, 2014-2018 ACS [E_SNGPNT] (per 100k)_x_M.D per 100,000 population",-8.479369434518707e-07,0.6930673924117595,6.4087721215499
66,(Interaction) Median household income => Household Income_x_Excessive drinking => % Excessive Drinking,-6.460170905194329e-07,0.8071742505369423,14.285414822792362
56,"(Interaction) Children in poverty => % Children in Poverty_x_(Housing Type/Transportation) Households with no vehicle available estimate, 2014-2018 ACS [E_NOVEH]",6.438762559810342e-07,0.5111648707073615,6.372401243758739
82,(Interaction) Long commute - driving alone => # Workers who Drive Alone (per 100k)_x_Preventable hospital stays => Preventable Hosp. Rate,1.1929503039489118e-08,0.2790662197586505,6.559931370288885
1,Water Area,3.284841900240501e-10,0.5070584355123716,1.7089967613339594
